Date,Close
2001-01-31,0.0057177802651449
2001-02-28,0.003732607679072485
2001-03-31,0.004002951095095953
2001-04-30,0.0033288750669228373
2001-05-31,0.009450715792218943
2001-06-30,0.008691983780795895
2001-07-31,0.0069159457335356755
2001-08-31,0.009906282047082824
2001-09-30,0.016623522335685377
2001-10-31,0.015741624396581
2001-11-30,0.01169560958157502
2001-12-31,0.011637307421973718
2002-01-31,0.014833895963868587
2002-02-28,0.022887879672388905
2002-03-31,0.021863168312071628
2002-04-30,0.026942771903859186
2002-05-31,0.033136978211036935
2002-06-30,0.03675684562333776
2002-07-31,0.032387524544036365
2002-08-31,0.030644618976096206
2002-09-30,0.0359023568305718
2002-10-31,0.03405119192791103
2002-11-30,0.035635595763831185
2002-12-31,0.044443380390731285
2003-01-31,0.057387258901381986
2003-02-28,0.05758006868708271
2003-03-31,0.04721877358665599
2003-04-30,0.0412968762159067
2003-05-31,0.05612812606748759
2003-06-30,0.056438270489845094
2003-07-31,0.05345033349624746
2003-08-31,0.05871531199894583
2003-09-30,0.06917538497364244
2003-10-31,0.06893254925860397
2003-11-30,0.0750327784699048
2003-12-31,0.08556000709410488
2004-01-31,0.08885900199956767
2004-02-29,0.0828616258607372
2004-03-31,0.08481939384370502
2004-04-30,0.08286413721710943
2004-05-31,0.07162658063396005
2004-06-30,0.07631135037326908
2004-07-31,0.07974414108491501
2004-08-31,0.0817139284063922
2004-09-30,0.08413122214020838
2004-10-31,0.09236462115189312
2004-11-30,0.1021793549874385
2004-12-31,0.10443903214305242
2005-01-31,0.09410487334160261
2005-02-28,0.09402723214342994
2005-03-31,0.10008641364647755
2005-04-30,0.09715820087290399
2005-05-31,0.09307238540474194
2005-06-30,0.09815397669156904
2005-07-31,0.0940046727705787
2005-08-31,0.10172034600607606
2005-09-30,0.11256109947898972
2005-10-31,0.1196254928399304
2005-11-30,0.12272322073591635
2005-12-31,0.14164572255847574
2006-01-31,0.1647016233146551
2006-02-28,0.1670621953110075
2006-03-31,0.16867067303993008
2006-04-30,0.19871028370436866
2006-05-31,0.2329887045470742
2006-06-30,0.18950020886589208
2006-07-31,0.21114157515171578
2006-08-31,0.20873147139584
2006-09-30,0.19108587464772314
2006-10-31,0.18409799335772717
2006-11-30,0.20700289572132985
2006-12-31,0.2076068767159661
2007-01-31,0.20891252846274583
2007-02-28,0.22877919498643925
2007-03-31,0.22185532509802164
2007-04-30,0.23648407565620905
2007-05-31,0.2296183224757329
2007-06-30,0.22250320062489667
2007-07-31,0.2286159610799353
2007-08-31,0.22821004035724665
2007-09-30,0.25621710827241395
2007-10-31,0.2788523856626634
