Date,Close
2007-11-30,0.30644622278128997
2007-12-31,0.30775996066215533
2008-01-31,0.354184552547367
2008-02-29,0.3729737234375901
2008-03-31,0.3940269417348523
2008-04-30,0.36437521384362376
2008-05-31,0.35242972465543276
2008-06-30,0.3533707617867264
2008-07-31,0.38122456979483293
2008-08-31,0.3232761780764323
2008-09-30,0.31945106946640556
2008-10-31,0.3044373730338487
2008-11-30,0.27821725505928646
2008-12-31,0.3159475496537085
2009-01-31,0.3375974117478576
2009-02-28,0.3825223507646269
2009-03-31,0.37307695833038
2009-04-30,0.3549135285734643
2009-05-31,0.375534398656846
2009-06-30,0.38479736919708357
2009-07-31,0.3787625738544999
2009-08-31,0.38665955978018857
2009-09-30,0.413946942746701
2009-10-31,0.4393281505825438
2009-11-30,0.48493932202016377
2009-12-31,0.4864602987587265
2010-01-31,0.4796962242231037
2010-02-28,0.46932168536239693
2010-03-31,0.4783213770538297
2010-04-30,0.4989714830112857
2010-05-31,0.5281980639073491
2010-06-30,0.545292606338924
2010-07-31,0.5214025938622887
2010-08-31,0.5357077757639999
2010-09-30,0.5666544695532403
2010-10-31,0.6057220208400798
2010-11-30,0.620733533147574
2010-12-31,0.6339649013410683
2011-01-31,0.6159986620104313
2011-02-28,0.6227484209670647
2011-03-31,0.6499206118039806
2011-04-30,0.6829019152226637
2011-05-31,0.6991284158333668
2011-06-30,0.708581303649803
2011-07-31,0.7359301962211988
2011-08-31,0.8368911742792534
2011-09-30,0.8389477368432998
2011-10-31,0.7875830974614646
2011-11-30,0.8280396805368293
2011-12-31,0.7720255363021832
2012-01-31,0.782172678630144
2012-02-29,0.8287324731818118
2012-03-31,0.7907810594415333
2012-04-30,0.7768230919060041
2012-05-31,0.7421408421508907
2012-06-30,0.7490483539484775
2012-07-31,0.744499577716154
2012-08-31,0.7653180743767992
2012-09-30,0.8314992531032042
2012-10-31,0.8308998957479488
2012-11-30,0.8161985327165796
2012-12-31,0.7956357178999509
2013-01-31,0.7878799959521197
2013-02-28,0.7639547993891209
2013-03-31,0.7439350942551305
2013-04-30,0.6844395894952993
2013-05-31,0.6465810452285987
2013-06-30,0.6051185711712004
2013-07-31,0.5737611621748113
2013-08-31,0.6109820502280907
2013-09-30,0.6072617498154871
2013-10-31,0.5910347209319766
2013-11-30,0.5678050524055824
2013-12-31,0.5399184551677734
2014-01-31,0.550524325612781
2014-02-28,0.582211206764188
2014-03-31,0.6019419778440314
2014-04-30,0.5807858999605255
2014-05-31,0.5747261717699724
2014-06-30,0.5717334098740121
2014-07-31,0.5875842580267077
2014-08-31,0.5789117923484456
2014-09-30,0.5455514174625298
2014-10-31,0.5387610901882103
2014-11-30,0.5127359937956997
2014-12-31,0.5260900529712504
2015-01-31,0.5554581335911913
2015-02-28,0.5398633487266122
2015-03-31,0.5136206746600357
2015-04-30,0.5259010106381359
2015-05-31,0.5250027864872907
2015-06-30,0.5152982735207214
2015-07-31,0.4859795361695363
2015-08-31,0.4807577978597288
2015-09-30,0.48359151473575324
2015-10-31,0.5036512408090339
2015-11-30,0.461425629924079
2015-12-31,0.45359911680580517
2016-01-31,0.4690169745199511
2016-02-29,0.5267785582245035
2016-03-31,0.5509807484696906
2016-04-30,0.5496760617769254
2016-05-31,0.5591686009031559
2016-06-30,0.5687182468111224
2016-07-31,0.602376976862175
2016-08-31,0.6027925432098494
2016-09-30,0.5956436675622717
2016-10-31,0.5616121177413833
2016-11-30,0.5460142512197731
2016-12-31,0.4989396843620026
2017-01-31,0.5222055252887419
2017-02-28,0.5452249455621387
2017-03-31,0.5429070733531169
2017-04-30,0.5642132245762748
2017-05-31,0.5503582920500453
2017-06-30,0.5594294647291927
2017-07-31,0.5460142478221357
2017-08-31,0.572642864102474
2017-09-30,0.5894232909905617
2017-10-31,0.5701124487446143
2017-11-30,0.5709143107095708
2017-12-31,0.5624972192462223
2018-01-31,0.598739143593241
2018-02-28,0.5983956124199433
2018-03-31,0.5951559254023977
2018-04-30,0.6013375996494157
2018-05-31,0.5831207788169237
2018-06-30,0.5705431981127485
2018-07-31,0.5460497764300052
2018-08-31,0.5259698130044945
2018-09-30,0.524162355329442
2018-10-31,0.5337728593268363
2018-11-30,0.5367056881670247
2018-12-31,0.5555262563978796
2019-01-31,0.5765764279682064
2019-02-28,0.5919324014308649
2019-03-31,0.5808442390108892
2019-04-30,0.5731940088474556
2019-05-31,0.572407435367846
2019-06-30,0.6148797520947921
2019-07-31,0.6447313776599958
2019-08-31,0.6941306858099231
2019-09-30,0.6971275847631936
2019-10-31,0.6892843582775886
2019-11-30,0.6762970408192995
2019-12-31,0.6823382177484022
2020-01-31,0.7263601293216799
2020-02-29,0.7462234351648299
2020-03-31,0.745685819536796
2020-04-30,0.8015369285133108
2020-05-31,0.8147350331316353
2020-06-30,0.8243279525543425
2020-07-31,0.8864623157197783
2020-08-31,0.952537343198988
2020-09-30,0.9269517849825297
2020-10-31,0.915801296811749
2020-11-30,0.8967824527662586
2020-12-31,0.8930057018454197
2021-01-31,0.8962837988855687
2021-02-28,0.8630770336514472
2021-03-31,0.8151956085715165
2021-04-30,0.837595826669161
2021-05-31,0.8881902731250202
2021-06-30,0.8789928386840343
2021-07-31,0.8630621019296287
2021-08-31,0.851776778596139
2021-09-30,0.8465820498849441
2021-10-31,0.8468630312538098
2021-11-30,0.870852809834115
2021-12-31,0.8550130497457267
2022-01-31,0.8692607412268545
2022-02-28,0.8921409989258414
2022-03-31,0.9438732476542518
2022-04-30,0.9345524407054956
2022-05-31,0.8855700835155832
2022-06-30,0.8792293577769392
2022-07-31,0.8209196164033512
2022-08-31,0.8391105877797674
2022-09-30,0.7924261220273491
2022-10-31,0.7853140128953359
2022-11-30,0.8188307891157839
2022-12-31,0.8583913861125305
